Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_10610_20021220, Art. 1º, caput",2,3,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] Esta Lei disciplina a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens de que trata o § 4º do art. 222 da Constituição.",urn:lex:br:federal:lei:2002-12-20;10610!art1_cpt
"CPT","lei_10610_20021220, Art. 2º, caput",6,7,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] A participação de estrangeiros ou de brasileiros naturalizados há menos de dez anos no capital social de empresas jornalísticas e de radiodifusão não poderá exceder a trinta por cento do capital total e do capital votante dessas empresas e somente se dará de forma indireta, por intermédio de pessoa jurídica constituída sob as leis brasileiras e que tenha sede no País.",urn:lex:br:federal:lei:2002-12-20;10610!art2_cpt
"PAR","lei_10610_20021220, Art. 2º, § 1º",8,9,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] As empresas efetivamente controladas, mediante encadeamento de outras empresas ou por qualquer outro meio indireto, por estrangeiros ou por brasileiros naturalizados há menos de dez anos não poderão ter participação total superior a trinta por cento no capital social, total e votante, das empresas jornalísticas e de radiodifusão.",urn:lex:br:federal:lei:2002-12-20;10610!art2_par1
"PAR","lei_10610_20021220, Art. 2º, § 2º",10,11,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] E facultado ao órgão do Poder Executivo expressamente definido pelo Presidente da República requisitar das empresas jornalísticas e das de radiodifusão, dos órgãos de registro comercial ou de registro civil das pessoas jurídicas as informações e os documentos necessários para a verificação do cumprimento do disposto neste artigo.",urn:lex:br:federal:lei:2002-12-20;10610!art2_par2
"CPT","lei_10610_20021220, Art. 3º, caput",14,15,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] As alterações de controle societário de empresas jornalísticas e de radiodifusão sonora e de sons e imagens serão comunicadas ao Congresso Nacional.",urn:lex:br:federal:lei:2002-12-20;10610!art3_cpt
"PAR","lei_10610_20021220, Art. 3º, Parágrafo único.",16,17,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] A comunicação ao Congresso Nacional de alteração de controle societário de empresas de radiodifusão será de responsabilidade do órgão competente do Poder Executivo e a comunicação de alterações de controle societário de empresas jornalísticas será de responsabilidade destas empresas.",urn:lex:br:federal:lei:2002-12-20;10610!art3_par1u
"CPT","lei_10610_20021220, Art. 4º, caput",20,21,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] As empresas jornalísticas deverão apresentar, até o último dia útil de cada ano, aos órgãos de registro comercial ou de registro civil das pessoas jurídicas, declaração com a composição de seu capital social, incluindo a nomeação dos brasileiros natos ou naturalizados há mais de dez anos titulares, direta ou indiretamente, de pelo menos setenta por cento do capital total e do capital votante.",urn:lex:br:federal:lei:2002-12-20;10610!art4_cpt
"CPT","lei_10610_20021220, Art. 5º, caput",24,25,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] Os órgãos de registro comercial ou de registro civil das pessoas jurídicas não procederão ao registro ou arquivamento dos atos societários de empresas jornalísticas e de radiodifusão, caso seja constatada infração dos limites percentuais de participação previstos no art. 2º, sendo nulo o ato de registro ou arquivamento baseado em declaração que omita informação ou contenha informação falsa.",urn:lex:br:federal:lei:2002-12-20;10610!art5_cpt
"CPT","lei_10610_20021220, Art. 6º, caput",28,29,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] Será nulo de pleno direito qualquer acordo entre sócios, acionistas ou cotistas, ou qualquer ato, contrato ou outra forma de avença que, direta ou indiretamente, confira ou objetive conferir, a estrangeiros ou a brasileiros naturalizados há menos de dez anos, participação no capital total e no capital votante de empresas jornalísticas e de radiodifusão, em percentual acima do previsto no art. 2º, ou que tenha por objeto o estabelecimento, de direito ou de fato, de igualdade ou superioridade de poderes desses sócios em relação aos sócios brasileiros natos ou naturalizados há mais de dez anos.",urn:lex:br:federal:lei:2002-12-20;10610!art6_cpt
"PAR","lei_10610_20021220, Art. 6º, § 1º",30,31,"[ Dispõe sobre a participação de capital estrangeiro nas empresas jornalísticas e de radiodifusão sonora e de sons e imagens, conforme o § 4º do art. 222 da Constituição, altera os arts. 38 e 64 da Lei nº 4.117, de 27 de agosto de 1962, o § 3º do art. 12 do Decreto-Lei nº 236, de 28 de fevereiro de 1967, e dá outras providências. | ] Será também nulo qualquer acordo, ato, contrato ou outra forma de avença que, direta ou indiretamente, de direito ou de fato, confira ou objetive conferir aos sócios estrangeiros ou brasileiros naturalizados há menos de dez anos a responsabilidade editorial, a seleção e direção da programação veiculada e a gestão das atividades das empresas referidas neste artigo.",urn:lex:br:federal:lei:2002-12-20;10610!art6_par1
