Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_13303_20160630, Art. 1º, caput",4,5,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] Esta Lei dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, abrangendo toda e qualquer empresa pública e sociedade de economia mista da União, dos Estados, do Distrito Federal e dos Municípios que explore atividade econômica de produção ou comercialização de bens ou de prestação de serviços, ainda que a atividade econômica esteja sujeita ao regime de monopólio da União ou seja de prestação de serviços públicos.",urn:lex:br:federal:lei:2016-06-30;13303!art1_cpt
"PAR","lei_13303_20160630, Art. 1º, § 1º",6,7,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] O Título I desta Lei, exceto o disposto nos arts. 2º, 3º, 4º, 5º, 6º, 7º, 8º, 11, 12 e 27, não se aplica à empresa pública e à sociedade de economia mista que tiver, em conjunto com suas respectivas subsidiárias, no exercício social anterior, receita operacional bruta inferior a R$ 90.000.000,00 (noventa milhões de reais).",urn:lex:br:federal:lei:2016-06-30;13303!art1_par1
"PAR","lei_13303_20160630, Art. 1º, § 2º",8,9,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] O disposto nos Capítulos I e II do Título II desta Lei aplica-se inclusive à empresa pública dependente, definida nos termos do inciso III do art. 2º da Lei Complementar nº 101, de 4 de maio de 2000, que explore atividade econômica, ainda que a atividade econômica esteja sujeita ao regime de monopólio da União ou seja de prestação de serviços públicos.",urn:lex:br:federal:lei:2016-06-30;13303!art1_par2
"PAR","lei_13303_20160630, Art. 1º, § 3º",10,11,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] Os Poderes Executivos poderão editar atos que estabeleçam regras de governança destinadas às suas respectivas empresas públicas e sociedades de economia mista que se enquadrem na hipótese do § 1º, observadas as diretrizes gerais desta Lei.",urn:lex:br:federal:lei:2016-06-30;13303!art1_par3
"PAR","lei_13303_20160630, Art. 1º, § 4º",12,13,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] A não edição dos atos de que trata o § 3º no prazo de 180 (cento e oitenta) dias a partir da publicação desta Lei submete as respectivas empresas públicas e sociedades de economia mista às regras de governança previstas no Título I desta Lei.",urn:lex:br:federal:lei:2016-06-30;13303!art1_par4
"PAR","lei_13303_20160630, Art. 1º, § 5º",14,15,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] Submetem-se ao regime previsto nesta Lei a empresa pública e a sociedade de economia mista que participem de consórcio, conforme disposto no art. 279 da Lei nº 6.404, de 15 de dezembro de 1976, na condição de operadora.",urn:lex:br:federal:lei:2016-06-30;13303!art1_par5
"PAR","lei_13303_20160630, Art. 1º, § 6º",16,17,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] Submete-se ao regime previsto nesta Lei a sociedade, inclusive a de propósito específico, que seja controlada por empresa pública ou sociedade de economia mista abrangidas no caput.",urn:lex:br:federal:lei:2016-06-30;13303!art1_par6
"PAR","lei_13303_20160630, Art. 1º, § 7º",18,39,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] Na participação em sociedade empresarial em que a empresa pública, a sociedade de economia mista e suas subsidiárias não detenham o controle acionário, essas deverão adotar, no dever de fiscalizar, práticas de governança e controle proporcionais à relevância, à materialidade e aos riscos do negócio do qual são partícipes, considerando, para esse fim: documentos e informações estratégicos do negócio e demais relatórios e informações produzidos por força de acordo de acionistas e de Lei considerados essenciais para a defesa de seus interesses na sociedade empresarial investida; relatório de execução do orçamento e de realização de investimentos programados pela sociedade, inclusive quanto ao alinhamento dos custos orçados e dos realizados com os custos de mercado; informe sobre execução da política de transações com partes relacionadas; análise das condições de alavancagem financeira da sociedade; avaliação de inversões financeiras e de processos relevantes de alienação de bens móveis e imóveis da sociedade; relatório de risco das contratações para execução de obras, fornecimento de bens e prestação de serviços relevantes para os interesses da investidora; informe sobre execução de projetos relevantes para os interesses da investidora; relatório de cumprimento, nos negócios da sociedade, de condicionantes socioambientais estabelecidas pelos órgãos ambientais; avaliação das necessidades de novos aportes na sociedade e dos possíveis riscos de redução da rentabilidade esperada do negócio; qualquer outro relatório, documento ou informação produzido pela sociedade empresarial investida considerado relevante para o cumprimento do comando constante do caput.",urn:lex:br:federal:lei:2016-06-30;13303!art1_par7
"CPT","lei_13303_20160630, Art. 2º, caput",42,43,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] A exploração de atividade econômica pelo Estado será exercida por meio de empresa pública, de sociedade de economia mista e de suas subsidiárias.",urn:lex:br:federal:lei:2016-06-30;13303!art2_cpt
"PAR","lei_13303_20160630, Art. 2º, § 1º",44,45,"[ Dispõe sobre o estatuto jurídico da empresa pública, da sociedade de economia mista e de suas subsidiárias, no âmbito da União, dos Estados, do Distrito Federal e dos Municípios. | DISPOSIÇÕES APLICÁVEIS ÀS EMPRESAS PÚBLICAS E ÀS SOCIEDADES DE ECONOMIA MISTA | DISPOSIÇÕES PRELIMINARES | ] A constituição de empresa pública ou de sociedade de economia mista dependerá de prévia autorização legal que indique, de forma clara, relevante interesse coletivo ou imperativo de segurança nacional, nos termos do caput do art. 173 da Constituição Federal.",urn:lex:br:federal:lei:2016-06-30;13303!art2_par1
