Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_13116_20150420, Art. 1º, caput",3,4,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] Esta Lei estabelece normas gerais aplicáveis ao processo de licenciamento, instalação e compartilhamento de infraestrutura de telecomunicações, com o propósito de torná-lo compatível com o desenvolvimento socioeconômico do País.",urn:lex:br:federal:lei:2015-04-20;13116!art1_cpt
"PAR","lei_13116_20150420, Art. 1º, § 1º",5,6,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] A gestão da infraestrutura de que trata o caput será realizada de forma a atender às metas sociais, econômicas e tecnológicas estabelecidas pelo poder público.",urn:lex:br:federal:lei:2015-04-20;13116!art1_par1
"PAR","lei_13116_20150420, Art. 1º, § 2º",7,14,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] Não estão sujeitos aos dispositivos previstos nesta Lei: as infraestruturas de telecomunicações destinadas à prestação de serviços de interesse restrito em plataformas off-shore de exploração de petróleo; os radares militares e civis com propósito de defesa ou controle de tráfego aéreo, cujo funcionamento deverá obedecer à regulamentação específica; as infraestruturas de radionavegação aeronáutica e as de telecomunicações aeronáuticas, fixas e móveis, destinadas a garantir a segurança das operações aéreas, cujo funcionamento deverá obedecer à regulamentação específica.",urn:lex:br:federal:lei:2015-04-20;13116!art1_par2
"PAR","lei_13116_20150420, Art. 1º, § 3º",15,16,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] Aplicam-se de forma suplementar as legislações estaduais e distrital, resguardado o disposto no art. 24, § 4º, da Constituição Federal.",urn:lex:br:federal:lei:2015-04-20;13116!art1_par3
"CPT","lei_13116_20150420, Art. 2º, caput",19,30,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] O disposto nesta Lei tem por objetivo promover e fomentar os investimentos em infraestrutura de redes de telecomunicações, visando, entre outros: à uniformização, simplificação e celeridade de procedimentos e critérios para a outorga de licenças pelos órgãos competentes; à minimização dos impactos urbanísticos, paisagísticos e ambientais; à ampliação da capacidade instalada de redes de telecomunicações, tendo em vista a atualização tecnológica e a melhoria da cobertura e da qualidade dos serviços prestados; à precaução contra os efeitos da emissão de radiação não ionizante, de acordo com os parâmetros definidos em lei; e ao incentivo ao compartilhamento de infraestrutura de redes de telecomunicações.",urn:lex:br:federal:lei:2015-04-20;13116!art2_cpt
"CPT","lei_13116_20150420, Art. 3º, caput",33,54,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] Para os fins desta Lei, adotam-se as seguintes definições: capacidade excedente: infraestrutura de suporte instalada e não utilizada, total ou parcialmente, disponível para compartilhamento; compartilhamento de infraestrutura: cessão, a título oneroso, de capacidade excedente da infraestrutura de suporte, para a prestação de serviços de telecomunicações por prestadoras de outros grupos econômicos; detentora: pessoa física ou jurídica que detém, administra ou controla, direta ou indiretamente, uma infraestrutura de suporte; direito de passagem: prerrogativa de acessar, utilizar, atravessar, cruzar, transpor e percorrer imóvel de propriedade alheia, com o objetivo de construir, instalar, alterar ou reparar infraestrutura de suporte, bem como cabos, sistemas, equipamentos ou quaisquer outros recursos ou elementos de redes de telecomunicações; estação transmissora de radiocomunicação: conjunto de equipamentos ou aparelhos, dispositivos e demais meios necessários à realização de comunicação, incluindo seus acessórios e periféricos, que emitem radiofrequências, possibilitando a prestação dos serviços de telecomunicações; infraestrutura de suporte: meios físicos fixos utilizados para dar suporte a redes de telecomunicações, entre os quais postes, torres, mastros, armários, estruturas de superfície e estruturas suspensas; limiar de acionamento: percentual de uso da capacidade da estação transmissora de radiocomunicação que determina a necessidade de expansão da capacidade da estação ou do sistema da prestadora; prestadora: pessoa jurídica que detém concessão, permissão ou autorização para a exploração de serviço de telecomunicações; radiocomunicação: telecomunicação que utiliza frequências radioelétricas não confinadas a fios, cabos ou outros meios físicos; e rede de telecomunicações: conjunto operacional contínuo de circuitos e equipamentos, incluindo funções de transmissão, comutação, multiplexação ou quaisquer outras indispensáveis à operação de serviços de telecomunicações.",urn:lex:br:federal:lei:2015-04-20;13116!art3_cpt
"CPT","lei_13116_20150420, Art. 4º, caput",57,74,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DISPOSIÇÕES GERAIS | ] A aplicação das disposições desta Lei rege-se pelos seguintes pressupostos: o sistema nacional de telecomunicações compõe-se de bens e serviços de utilidade pública e de relevante interesse social; a regulamentação e a fiscalização de aspectos técnicos das redes e dos serviços de telecomunicações é competência exclusiva da União, sendo vedado aos Estados, aos Municípios e ao Distrito Federal impor condicionamentos que possam afetar a seleção de tecnologia, a topologia das redes e a qualidade dos serviços prestados; (VETADO); as prestadoras devem cumprir integralmente as disposições legais e regulamentares aplicáveis a sua atividade econômica, em especial as relativas à segurança dos usuários dos serviços, sendo passíveis de responsabilização civil e penal em caso de descumprimento; a otimização dos recursos proveniente do compartilhamento de infraestrutura deve ser revertida em investimentos, pelas prestadoras dos serviços, em sua ampliação e modernização, bem como no mapeamento e georreferenciamento das redes a fim de garantir ao poder público a devida informação acerca de sua localização, dimensão e capacidade disponível; o uso racional dos recursos e a modernização tecnológica das redes e de sua infraestrutura de suporte, com vistas a reduzir o impacto ambiental, devem nortear permanentemente as decisões das prestadoras; aos entes federados compete promover a conciliação entre as normas ambientais, de ordenamento territorial e de telecomunicações; a atuação dos Estados, dos Municípios e do Distrito Federal não deve comprometer as condições e os prazos impostos ou contratados pela União em relação a qualquer serviço de telecomunicações de interesse coletivo.",urn:lex:br:federal:lei:2015-04-20;13116!art4_cpt
"CPT","lei_13116_20150420, Art. 5º, caput",79,88,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DA INSTALAÇÃO DE INFRAESTRUTURA E DE REDES DE TELECOMUNICAÇÕES | ] O licenciamento para a instalação de infraestrutura e de redes de telecomunicações em área urbana obedecerá ao disposto nesta Lei e será pautado pelos seguintes princípios: razoabilidade e proporcionalidade; eficiência e celeridade; integração e complementaridade entre as atividades de instalação de infraestrutura de suporte e de urbanização; redução do impacto paisagístico da infraestrutura de telecomunicações, sempre que tecnicamente possível e economicamente viável.",urn:lex:br:federal:lei:2015-04-20;13116!art5_cpt
"CPT","lei_13116_20150420, Art. 6º, caput",91,106,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DA INSTALAÇÃO DE INFRAESTRUTURA E DE REDES DE TELECOMUNICAÇÕES | ] A instalação de infraestrutura de rede de telecomunicações em área urbana não poderá: obstruir a circulação de veículos, pedestres ou ciclistas; contrariar parâmetros urbanísticos e paisagísticos aprovados para a área; prejudicar o uso de praças e parques; prejudicar a visibilidade dos motoristas que circulem em via pública ou interferir na visibilidade da sinalização de trânsito; danificar, impedir acesso ou inviabilizar a manutenção, o funcionamento e a instalação de infraestrutura de outros serviços públicos; pôr em risco a segurança de terceiros e de edificações vizinhas; desrespeitar as normas relativas à Zona de Proteção de Aeródromo, à Zona de Proteção de Heliponto, à Zona de Proteção de Auxílios à Navegação Aérea e à Zona de Proteção de Procedimentos de Navegação Aérea, editadas pelo Comando da Aeronáutica.",urn:lex:br:federal:lei:2015-04-20;13116!art6_cpt
"CPT","lei_13116_20150420, Art. 7º, caput",109,110,"[ Estabelece normas gerais para implantação e compartilhamento da infraestrutura de telecomunicações e altera as Leis nºs 9.472, de 16 de julho de 1997, 11.934, de 5 de maio de 2009, e 10.257, de 10 de julho de 2001. | DA INSTALAÇÃO DE INFRAESTRUTURA E DE REDES DE TELECOMUNICAÇÕES | ] As licenças necessárias para a instalação de infraestrutura de suporte em área urbana serão expedidas mediante procedimento simplificado, sem prejuízo da manifestação dos diversos órgãos competentes no decorrer da tramitação do processo administrativo.",urn:lex:br:federal:lei:2015-04-20;13116!art7_cpt
