Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_8069_19900713, Art. 1º, caput",6,7,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Esta Lei dispõe sobre a proteção integral à criança e ao adolescente.",urn:lex:br:federal:lei:1990-07-13;8069!art1_cpt
"CPT","lei_8069_19900713, Art. 2º, caput",10,11,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Considera-se criança, para os efeitos desta Lei, a pessoa até doze anos de idade incompletos, e adolescente aquela entre doze e dezoito anos de idade.",urn:lex:br:federal:lei:1990-07-13;8069!art2_cpt
"PAR","lei_8069_19900713, Art. 2º, Parágrafo único.",12,13,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Nos casos expressos em lei, aplica-se excepcionalmente este Estatuto às pessoas entre dezoito e vinte e um anos de idade.",urn:lex:br:federal:lei:1990-07-13;8069!art2_par1u
"CPT","lei_8069_19900713, Art. 3º, caput",16,17,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] A criança e o adolescente gozam de todos os direitos fundamentais inerentes à pessoa humana, sem prejuízo da proteção integral de que trata esta Lei, assegurando-se-lhes, por lei ou por outros meios, todas as oportunidades e facilidades, a fim de lhes facultar o desenvolvimento físico, mental, moral, espiritual e social, em condições de liberdade e de dignidade.",urn:lex:br:federal:lei:1990-07-13;8069!art3_cpt
"PAR","lei_8069_19900713, Art. 3º, Parágrafo único.",18,19,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Os direitos enunciados nesta Lei aplicam-se a todas as crianças e adolescentes, sem discriminação de nascimento, situação familiar, idade, sexo, raça, etnia ou cor, religião ou crença, deficiência, condição pessoal de desenvolvimento e aprendizagem, condição econômica, ambiente social, região e local de moradia ou outra condição que diferencie as pessoas, as famílias ou a comunidade em que vivem. (Parágrafo único acrescido pela Lei nº 13.257, de 8.3.2016)",urn:lex:br:federal:lei:1990-07-13;8069!art3_par1u
"CPT","lei_8069_19900713, Art. 4º, caput",22,23,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] É dever da família, da comunidade, da sociedade em geral e do Poder Público assegurar, com absoluta prioridade, a efetivação dos direitos referentes à vida, à saúde, à alimentação, à educação, ao esporte, ao lazer, à profissionalização, à cultura, à dignidade, ao respeito, à liberdade e à convivência familiar e comunitária.",urn:lex:br:federal:lei:1990-07-13;8069!art4_cpt
"PAR","lei_8069_19900713, Art. 4º, § 1º",24,33,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] A garantia de prioridade compreende: (Parágrafo único transformado em § 1º pela Lei nº 15.240, de 28.10.2025) primazia de receber proteção e socorro em quaisquer circunstâncias; precedência de atendimento nos serviços públicos ou de relevância pública; preferência na formulação e na execução das políticas sociais públicas; destinação privilegiada de recursos públicos nas áreas relacionadas com a proteção à infância e à juventude.",urn:lex:br:federal:lei:1990-07-13;8069!art4_par1
"PAR","lei_8069_19900713, Art. 4º, § 2º",34,35,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Compete aos pais, além de zelar pelos direitos de que trata o art. 3º desta Lei, prestar aos filhos assistência afetiva, por meio de convívio ou de visitação periódica, que permita o acompanhamento da formação psicológica, moral e social da pessoa em desenvolvimento. (Parágrafo acrescido pela Lei nº 15.240, de 28.10.2025)",urn:lex:br:federal:lei:1990-07-13;8069!art4_par2
"PAR","lei_8069_19900713, Art. 4º, § 3º",36,43,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Para efeitos desta Lei, considera-se assistência afetiva: orientação quanto às principais escolhas e oportunidades profissionais, educacionais e culturais; solidariedade e apoio nos momentos de intenso sofrimento ou de dificuldade; presença física espontaneamente solicitada pela criança ou adolescente quando possível de ser atendida. (Parágrafo acrescido pela Lei nº 15.240, de 28.10.2025)",urn:lex:br:federal:lei:1990-07-13;8069!art4_par3
"CPT","lei_8069_19900713, Art. 5º, caput",46,47,"[ Dispõe sobre o Estatuto da Criança e do Adolescente, e dá outras providências. | | DAS DISPOSIÇÕES PRELIMINARES | ] Nenhuma criança ou adolescente será objeto de qualquer forma de negligência, discriminação, exploração, violência, crueldade e opressão, punido na forma da lei qualquer atentado, por ação ou omissão, aos seus direitos fundamentais.",urn:lex:br:federal:lei:1990-07-13;8069!art5_cpt
