Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_9307_19960923, Art. 1º, caput",3,4,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] As pessoas capazes de contratar poderão valer-se da arbitragem para dirimir litígios relativos a direitos patrimoniais disponíveis.",urn:lex:br:federal:lei:1996-09-23;9307!art1_cpt
"PAR","lei_9307_19960923, Art. 1º, § 1º",5,6,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] A administração pública direta e indireta poderá utilizar-se da arbitragem para dirimir conflitos relativos a direitos patrimoniais disponíveis. (Parágrafo acrescido pela Lei nº 13.129, de 26.5.2015, publicado no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art1_par1
"PAR","lei_9307_19960923, Art. 1º, § 2º",7,8,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] A autoridade ou o órgão competente da administração pública direta para a celebração de convenção de arbitragem é a mesma para a realização de acordos ou transações. (Parágrafo acrescido pela Lei nº 13.129, de 26.5.2015, publicado no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art1_par2
"CPT","lei_9307_19960923, Art. 2º, caput",11,12,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] A arbitragem poderá ser de direito ou de eqüidade, a critério das partes.",urn:lex:br:federal:lei:1996-09-23;9307!art2_cpt
"PAR","lei_9307_19960923, Art. 2º, § 1º",13,14,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] Poderão as partes escolher, livremente, as regras de direito que serão aplicadas na arbitragem, desde que não haja violação aos bons costumes e à ordem pública.",urn:lex:br:federal:lei:1996-09-23;9307!art2_par1
"PAR","lei_9307_19960923, Art. 2º, § 2º",15,16,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] Poderão, também, as partes convencionar que a arbitragem se realize com base nos princípios gerais de direito, nos usos e costumes e nas regras internacionais de comércio.",urn:lex:br:federal:lei:1996-09-23;9307!art2_par2
"PAR","lei_9307_19960923, Art. 2º, § 3º",17,18,"[ Dispõe sobre a arbitragem. | DISPOSIÇÕES GERAIS | ] A arbitragem que envolva a administração pública será sempre de direito e respeitará o princípio da publicidade. (Parágrafo acrescido pela Lei nº 13.129, de 26.5.2015, publicado no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art2_par3
"CPT","lei_9307_19960923, Art. 3º, caput",23,24,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] As partes interessadas podem submeter a solução de seus litígios ao juízo arbitral mediante convenção de arbitragem, assim entendida a cláusula compromissória e o compromisso arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art3_cpt
"CPT","lei_9307_19960923, Art. 4º, caput",27,28,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] A cláusula compromissória é a convenção através da qual as partes em um contrato comprometem-se a submeter à arbitragem os litígios que possam vir a surgir, relativamente a tal contrato.",urn:lex:br:federal:lei:1996-09-23;9307!art4_cpt
"PAR","lei_9307_19960923, Art. 4º, § 1º",29,30,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] A cláusula compromissória deve ser estipulada por escrito, podendo estar inserta no próprio contrato ou em documento apartado que a ele se refira.",urn:lex:br:federal:lei:1996-09-23;9307!art4_par1
"PAR","lei_9307_19960923, Art. 4º, § 2º",31,32,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Nos contratos de adesão, a cláusula compromissória só terá eficácia se o aderente tomar a iniciativa de instituir a arbitragem ou concordar, expressamente, com a sua instituição, desde que por escrito em documento anexo ou em negrito, com a assinatura ou visto especialmente para essa cláusula.",urn:lex:br:federal:lei:1996-09-23;9307!art4_par2
"PAR","lei_9307_19960923, Art. 4º, § 3º",33,34,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] (VETADO na Lei nº 13.129, de 26.5.2015)",urn:lex:br:federal:lei:1996-09-23;9307!art4_par3
"PAR","lei_9307_19960923, Art. 4º, § 4º",35,36,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] (VETADO na Lei nº 13.129, de 26.5.2015)",urn:lex:br:federal:lei:1996-09-23;9307!art4_par4
"CPT","lei_9307_19960923, Art. 5º, caput",39,40,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Reportando-se as partes, na cláusula compromissória, às regras de algum órgão arbitral institucional ou entidade especializada, a arbitragem será instituída e processada de acordo com tais regras, podendo, igualmente, as partes estabelecer na própria cláusula, ou em outro documento, a forma convencionada para a instituição da arbitragem.",urn:lex:br:federal:lei:1996-09-23;9307!art5_cpt
"CPT","lei_9307_19960923, Art. 6º, caput",43,44,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Não havendo acordo prévio sobre a forma de instituir a arbitragem, a parte interessada manifestará à outra parte sua intenção de dar início à arbitragem, por via postal ou por outro meio qualquer de comunicação, mediante comprovação de recebimento, convocando-a para, em dia, hora e local certos, firmar o compromisso arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art6_cpt
"PAR","lei_9307_19960923, Art. 6º, Parágrafo único.",45,46,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Não comparecendo a parte convocada ou, comparecendo, recusar-se a firmar o compromisso arbitral, poderá a outra parte propor a demanda de que trata o art. 7° desta Lei, perante o órgão do Poder Judiciário a que, originariamente, tocaria o julgamento da causa.",urn:lex:br:federal:lei:1996-09-23;9307!art6_par1u
"CPT","lei_9307_19960923, Art. 7º, caput",49,50,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Existindo cláusula compromissória e havendo resistência quanto à instituição da arbitragem, poderá a parte interessada requerer a citação da outra parte para comparecer em juízo a fim de lavrar-se o compromisso, designando o juiz audiência especial para tal fim.",urn:lex:br:federal:lei:1996-09-23;9307!art7_cpt
"PAR","lei_9307_19960923, Art. 7º, § 1º",51,52,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] O autor indicará, com precisão, o objeto da arbitragem, instruindo o pedido com o documento que contiver a cláusula compromissória.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par1
"PAR","lei_9307_19960923, Art. 7º, § 2º",53,54,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Comparecendo as partes à audiência, o juiz tentará, previamente, a conciliação acerca do litígio. Não obtendo sucesso, tentará o juiz conduzir as partes à celebração, de comum acordo, do compromisso arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par2
"PAR","lei_9307_19960923, Art. 7º, § 3º",55,56,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Não concordando as partes sobre os termos do compromisso, decidirá o juiz, após ouvir o réu, sobre seu conteúdo, na própria audiência ou no prazo de dez dias, respeitadas as disposições da cláusula compromissória e atendendo ao disposto nos arts. 10 e 21, § 2°, desta Lei.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par3
"PAR","lei_9307_19960923, Art. 7º, § 4º",57,58,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Se a cláusula compromissória nada dispuser sobre a nomeação de árbitros, caberá ao juiz, ouvidas as partes, estatuir a respeito, podendo nomear árbitro único para a solução do litígio.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par4
"PAR","lei_9307_19960923, Art. 7º, § 5º",59,60,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] A ausência do autor, sem justo motivo, à audiência designada para a lavratura do compromisso arbitral, importará a extinção do processo sem julgamento de mérito.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par5
"PAR","lei_9307_19960923, Art. 7º, § 6º",61,62,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Não comparecendo o réu à audiência, caberá ao juiz, ouvido o autor, estatuir a respeito do conteúdo do compromisso, nomeando árbitro único.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par6
"PAR","lei_9307_19960923, Art. 7º, § 7º",63,64,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] A sentença que julgar procedente o pedido valerá como compromisso arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art7_par7
"CPT","lei_9307_19960923, Art. 8º, caput",67,68,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] A cláusula compromissória é autônoma em relação ao contrato em que estiver inserta, de tal sorte que a nulidade deste não implica, necessariamente, a nulidade da cláusula compromissória.",urn:lex:br:federal:lei:1996-09-23;9307!art8_cpt
"PAR","lei_9307_19960923, Art. 8º, Parágrafo único.",69,70,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Caberá ao árbitro decidir de ofício, ou por provocação das partes, as questões acerca da existência, validade e eficácia da convenção de arbitragem e do contrato que contenha a cláusula compromissória.",urn:lex:br:federal:lei:1996-09-23;9307!art8_par1u
"CPT","lei_9307_19960923, Art. 9º, caput",73,74,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] O compromisso arbitral é a convenção através da qual as partes submetem um litígio à arbitragem de uma ou mais pessoas, podendo ser judicial ou extrajudicial.",urn:lex:br:federal:lei:1996-09-23;9307!art9_cpt
"PAR","lei_9307_19960923, Art. 9º, § 1º",75,76,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] O compromisso arbitral judicial celebrar-se-á por termo nos autos, perante o juízo ou tribunal, onde tem curso a demanda.",urn:lex:br:federal:lei:1996-09-23;9307!art9_par1
"PAR","lei_9307_19960923, Art. 9º, § 2º",77,78,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] O compromisso arbitral extrajudicial será celebrado por escrito particular, assinado por duas testemunhas, ou por instrumento público.",urn:lex:br:federal:lei:1996-09-23;9307!art9_par2
"CPT","lei_9307_19960923, Art. 10., caput",81,90,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Constará, obrigatoriamente, do compromisso arbitral: o nome, profissão, estado civil e domicílio das partes; o nome, profissão e domicílio do árbitro, ou dos árbitros, ou, se for o caso, a identificação da entidade à qual as partes delegaram a indicação de árbitros; a matéria que será objeto da arbitragem; e o lugar em que será proferida a sentença arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art10_cpt
"CPT","lei_9307_19960923, Art. 11., caput",93,106,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Poderá, ainda, o compromisso arbitral conter: local, ou locais, onde se desenvolverá a arbitragem; a autorização para que o árbitro ou os árbitros julguem por eqüidade, se assim for convencionado pelas partes; o prazo para apresentação da sentença arbitral; a indicação da lei nacional ou das regras corporativas aplicáveis à arbitragem, quando assim convencionarem as partes; a declaração da responsabilidade pelo pagamento dos honorários e das despesas com a arbitragem; e a fixação dos honorários do árbitro, ou dos árbitros.",urn:lex:br:federal:lei:1996-09-23;9307!art11_cpt
"PAR","lei_9307_19960923, Art. 11., Parágrafo único.",107,108,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Fixando as partes os honorários do árbitro, ou dos árbitros, no compromisso arbitral, este constituirá título executivo extrajudicial; não havendo tal estipulação, o árbitro requererá ao órgão do Poder Judiciário que seria competente para julgar, originariamente, a causa que os fixe por sentença.",urn:lex:br:federal:lei:1996-09-23;9307!art11_par1u
"CPT","lei_9307_19960923, Art. 12., caput",111,118,"[ Dispõe sobre a arbitragem. | DA CONVENÇÃO DE ARBITRAGEM E SEUS EFEITOS | ] Extingue-se o compromisso arbitral: escusando-se qualquer dos árbitros, antes de aceitar a nomeação, desde que as partes tenham declarado, expressamente, não aceitar substituto; falecendo ou ficando impossibilitado de dar seu voto algum dos árbitros, desde que as partes declarem, expressamente, não aceitar substituto; e tendo expirado o prazo a que se refere o art. 11, inciso III, desde que a parte interessada tenha notificado o árbitro, ou o presidente do tribunal arbitral, concedendo-lhe o prazo de dez dias para a prolação e apresentação da sentença arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art12_cpt
"CPT","lei_9307_19960923, Art. 13., caput",123,124,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Pode ser árbitro qualquer pessoa capaz e que tenha a confiança das partes.",urn:lex:br:federal:lei:1996-09-23;9307!art13_cpt
"PAR","lei_9307_19960923, Art. 13., § 1º",125,126,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] As partes nomearão um ou mais árbitros, sempre em número ímpar, podendo nomear, também, os respectivos suplentes.",urn:lex:br:federal:lei:1996-09-23;9307!art13_par1
"PAR","lei_9307_19960923, Art. 13., § 2º",127,128,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Quando as partes nomearem árbitros em número par, estes estão autorizados, desde logo, a nomear mais um árbitro. Não havendo acordo, requererão as partes ao órgão do Poder Judiciário a que tocaria, originariamente, o julgamento da causa a nomeação do árbitro, aplicável, no que couber, o procedimento previsto no art. 7º desta Lei.",urn:lex:br:federal:lei:1996-09-23;9307!art13_par2
"PAR","lei_9307_19960923, Art. 13., § 3º",129,130,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] As partes poderão, de comum acordo, estabelecer o processo de escolha dos árbitros, ou adotar as regras de um órgão arbitral institucional ou entidade especializada.",urn:lex:br:federal:lei:1996-09-23;9307!art13_par3
"PAR","lei_9307_19960923, Art. 13., § 4º",131,132,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] As partes, de comum acordo, poderão afastar a aplicação de dispositivo do regulamento do órgão arbitral institucional ou entidade especializada que limite a escolha do árbitro único, coárbitro ou presidente do tribunal à respectiva lista de árbitros, autorizado o controle da escolha pelos órgãos competentes da instituição, sendo que, nos casos de impasse e arbitragem multiparte, deverá ser observado o que dispuser o regulamento aplicável. (Parágrafo com redação dada pela Lei nº 13.129, de 26.5.2015, publicada no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art13_par4
"PAR","lei_9307_19960923, Art. 13., § 5º",133,134,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] O árbitro ou o presidente do tribunal designará, se julgar conveniente, um secretário, que poderá ser um dos árbitros.",urn:lex:br:federal:lei:1996-09-23;9307!art13_par5
"PAR","lei_9307_19960923, Art. 13., § 6º",135,136,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] No desempenho de sua função, o árbitro deverá proceder com imparcialidade, independência, competência, diligência e discrição.",urn:lex:br:federal:lei:1996-09-23;9307!art13_par6
"PAR","lei_9307_19960923, Art. 13., § 7º",137,138,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Poderá o árbitro ou o tribunal arbitral determinar às partes o adiantamento de verbas para despesas e diligências que julgar necessárias.",urn:lex:br:federal:lei:1996-09-23;9307!art13_par7
"CPT","lei_9307_19960923, Art. 14., caput",141,142,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Estão impedidos de funcionar como árbitros as pessoas que tenham, com as partes ou com o litígio que lhes for submetido, algumas das relações que caracterizam os casos de impedimento ou suspeição de juízes, aplicando-se-lhes, no que couber, os mesmos deveres e responsabilidades, conforme previsto no Código de Processo Civil.",urn:lex:br:federal:lei:1996-09-23;9307!art14_cpt
"PAR","lei_9307_19960923, Art. 14., § 1º",143,144,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] As pessoas indicadas para funcionar como árbitro têm o dever de revelar, antes da aceitação da função, qualquer fato que denote dúvida justificada quanto à sua imparcialidade e independência.",urn:lex:br:federal:lei:1996-09-23;9307!art14_par1
"PAR","lei_9307_19960923, Art. 14., § 2º",145,150,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] O árbitro somente poderá ser recusado por motivo ocorrido após sua nomeação. Poderá, entretanto, ser recusado por motivo anterior à sua nomeação, quando: não for nomeado, diretamente, pela parte; ou o motivo para a recusa do árbitro for conhecido posteriormente à sua nomeação.",urn:lex:br:federal:lei:1996-09-23;9307!art14_par2
"CPT","lei_9307_19960923, Art. 15., caput",153,154,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] A parte interessada em argüir a recusa do árbitro apresentará, nos termos do art. 20, a respectiva exceção, diretamente ao árbitro ou ao presidente do tribunal arbitral, deduzindo suas razões e apresentando as provas pertinentes.",urn:lex:br:federal:lei:1996-09-23;9307!art15_cpt
"PAR","lei_9307_19960923, Art. 15., Parágrafo único.",155,156,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Acolhida a exceção, será afastado o árbitro suspeito ou impedido, que será substituído, na forma do art. 16 desta Lei.",urn:lex:br:federal:lei:1996-09-23;9307!art15_par1u
"CPT","lei_9307_19960923, Art. 16., caput",159,160,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Se o árbitro escusar-se antes da aceitação da nomeação, ou, após a aceitação, vier a falecer, tornar-se impossibilitado para o exercício da função, ou for recusado, assumirá seu lugar o substituto indicado no compromisso, se houver.",urn:lex:br:federal:lei:1996-09-23;9307!art16_cpt
"PAR","lei_9307_19960923, Art. 16., § 1º",161,162,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Não havendo substituto indicado para o árbitro, aplicar-se-ão as regras do órgão arbitral institucional ou entidade especializada, se as partes as tiverem invocado na convenção de arbitragem.",urn:lex:br:federal:lei:1996-09-23;9307!art16_par1
"PAR","lei_9307_19960923, Art. 16., § 2º",163,164,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Nada dispondo a convenção de arbitragem e não chegando as partes a um acordo sobre a nomeação do árbitro a ser substituído, procederá a parte interessada da forma prevista no art. 7º desta Lei, a menos que as partes tenham declarado, expressamente, na convenção de arbitragem, não aceitar substituto.",urn:lex:br:federal:lei:1996-09-23;9307!art16_par2
"CPT","lei_9307_19960923, Art. 17., caput",167,168,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] Os árbitros, quando no exercício de suas funções ou em razão delas, ficam equiparados aos funcionários públicos, para os efeitos da legislação penal.",urn:lex:br:federal:lei:1996-09-23;9307!art17_cpt
"CPT","lei_9307_19960923, Art. 18., caput",171,172,"[ Dispõe sobre a arbitragem. | DOS ÁRBITROS | ] O árbitro é juiz de fato e de direito, e a sentença que proferir não fica sujeita a recurso ou a homologação pelo Poder Judiciário.",urn:lex:br:federal:lei:1996-09-23;9307!art18_cpt
"CPT","lei_9307_19960923, Art. 19., caput",177,178,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Considera-se instituída a arbitragem quando aceita a nomeação pelo árbitro, se for único, ou por todos, se forem vários.",urn:lex:br:federal:lei:1996-09-23;9307!art19_cpt
"PAR","lei_9307_19960923, Art. 19., § 1º",179,180,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Instituída a arbitragem e entendendo o árbitro ou o tribunal arbitral que há necessidade de explicitar questão disposta na convenção de arbitragem, será elaborado, juntamente com as partes, adendo firmado por todos, que passará a fazer parte integrante da convenção de arbitragem. (Parágrafo único transformado em §1º e com redação dada pela Lei nº 13.129, de 26.5.2015, publicada no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art19_par1
"PAR","lei_9307_19960923, Art. 19., § 2º",181,182,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] A instituição da arbitragem interrompe a prescrição, retroagindo à data do requerimento de sua instauração, ainda que extinta a arbitragem por ausência de jurisdição. (Parágrafo acrescido pela Lei nº 13.129, de 26.5.2015, publicada no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art19_par2
"CPT","lei_9307_19960923, Art. 20., caput",185,186,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] A parte que pretender argüir questões relativas à competência, suspeição ou impedimento do árbitro ou dos árbitros, bem como nulidade, invalidade ou ineficácia da convenção de arbitragem, deverá fazê-lo na primeira oportunidade que tiver de se manifestar, após a instituição da arbitragem.",urn:lex:br:federal:lei:1996-09-23;9307!art20_cpt
"PAR","lei_9307_19960923, Art. 20., § 1º",187,188,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Acolhida a argüição de suspeição ou impedimento, será o árbitro substituído nos termos do art. 16 desta Lei, reconhecida a incompetência do árbitro ou do tribunal arbitral, bem como a nulidade, invalidade ou ineficácia da convenção de arbitragem, serão as partes remetidas ao órgão do Poder Judiciário competente para julgar a causa.",urn:lex:br:federal:lei:1996-09-23;9307!art20_par1
"PAR","lei_9307_19960923, Art. 20., § 2º",189,190,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Não sendo acolhida a argüição, terá normal prosseguimento a arbitragem, sem prejuízo de vir a ser examinada a decisão pelo órgão do Poder Judiciário competente, quando da eventual propositura da demanda de que trata o art. 33 desta Lei.",urn:lex:br:federal:lei:1996-09-23;9307!art20_par2
"CPT","lei_9307_19960923, Art. 21., caput",193,194,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] A arbitragem obedecerá ao procedimento estabelecido pelas partes na convenção de arbitragem, que poderá reportar-se às regras de um órgão arbitral institucional ou entidade especializada, facultando-se, ainda, às partes delegar ao próprio árbitro, ou ao tribunal arbitral, regular o procedimento.",urn:lex:br:federal:lei:1996-09-23;9307!art21_cpt
"PAR","lei_9307_19960923, Art. 21., § 1º",195,196,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Não havendo estipulação acerca do procedimento, caberá ao árbitro ou ao tribunal arbitral discipliná-lo.",urn:lex:br:federal:lei:1996-09-23;9307!art21_par1
"PAR","lei_9307_19960923, Art. 21., § 2º",197,198,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Serão, sempre, respeitados no procedimento arbitral os princípios do contraditório, da igualdade das partes, da imparcialidade do árbitro e de seu livre convencimento.",urn:lex:br:federal:lei:1996-09-23;9307!art21_par2
"PAR","lei_9307_19960923, Art. 21., § 3º",199,200,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] As partes poderão postular por intermédio de advogado, respeitada, sempre, a faculdade de designar quem as represente ou assista no procedimento arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art21_par3
"PAR","lei_9307_19960923, Art. 21., § 4º",201,202,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Competirá ao árbitro ou ao tribunal arbitral, no inicio do procedimento, tentar a conciliação das partes, aplicando-se, no que couber, o art. 28 desta Lei.",urn:lex:br:federal:lei:1996-09-23;9307!art21_par4
"CPT","lei_9307_19960923, Art. 22., caput",205,206,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Poderá o árbitro ou o tribunal arbitral tomar o depoimento das partes, ouvir testemunhas e determinar a realização de perícias ou outras provas que julgar necessárias, mediante requerimento das partes ou de ofício.",urn:lex:br:federal:lei:1996-09-23;9307!art22_cpt
"PAR","lei_9307_19960923, Art. 22., § 1º",207,208,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] O depoimento das partes e das testemunhas será tomado em local, dia e hora previamente comunicados, por escrito, e reduzido a termo, assinado pelo depoente, ou a seu rogo, e pelos árbitros.",urn:lex:br:federal:lei:1996-09-23;9307!art22_par1
"PAR","lei_9307_19960923, Art. 22., § 2º",209,210,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Em caso de desatendimento, sem justa causa, da convocação para prestar depoimento pessoal, o árbitro ou o tribunal arbitral levará em consideração o comportamento da parte faltosa, ao proferir sua sentença; se a ausência for de testemunha, nas mesmas circunstâncias, poderá o árbitro ou o presidente do tribunal arbitral requerer à autoridade judiciária que conduza a testemunha renitente, comprovando a existência da convenção de arbitragem.",urn:lex:br:federal:lei:1996-09-23;9307!art22_par2
"PAR","lei_9307_19960923, Art. 22., § 3º",211,212,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] A revelia da parte não impedirá que seja proferida a sentença arbitral.",urn:lex:br:federal:lei:1996-09-23;9307!art22_par3
"PAR","lei_9307_19960923, Art. 22., § 4º",213,214,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] (Revogado pela Lei nº 13.129, de 26.5.2015, publicada no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art22_par4
"PAR","lei_9307_19960923, Art. 22., § 5º",215,216,"[ Dispõe sobre a arbitragem. | DO PROCEDIMENTO ARBITRAL | ] Se, durante o procedimento arbitral, um árbitro vier a ser substituído fica a critério do substituto repetir as provas já produzidas.",urn:lex:br:federal:lei:1996-09-23;9307!art22_par5
"CPT","lei_9307_19960923, Art. 22-A., caput",221,222,"[ Dispõe sobre a arbitragem. | DAS TUTELAS CAUTELARES E DE URGÊNCIA (Capítulo acrescido pela Lei nº 13.129, de 26.5.2015) | ] Antes de instituída a arbitragem, as partes poderão recorrer ao Poder Judiciário para a concessão de medida cautelar ou de urgência.",urn:lex:br:federal:lei:1996-09-23;9307!art22-1_cpt
"PAR","lei_9307_19960923, Art. 22-A., Parágrafo único.",223,224,"[ Dispõe sobre a arbitragem. | DAS TUTELAS CAUTELARES E DE URGÊNCIA (Capítulo acrescido pela Lei nº 13.129, de 26.5.2015) | ] Cessa a eficácia da medida cautelar ou de urgência se a parte interessada não requerer a instituição da arbitragem no prazo de 30 (trinta) dias, contado da data de efetivação da respectiva decisão. (Artigo acrescido pela Lei nº 13.129, de 26.5.2015, publicada no DOU de 27.5.2015, em vigor após 60 (sessenta) dias da publicação)",urn:lex:br:federal:lei:1996-09-23;9307!art22-1_par1u
"CPT","lei_9307_19960923, Art. 22-B., caput",227,228,"[ Dispõe sobre a arbitragem. | DAS TUTELAS CAUTELARES E DE URGÊNCIA (Capítulo acrescido pela Lei nº 13.129, de 26.5.2015) | ] Instituída a arbitragem, caberá aos árbitros manter, modificar ou revogar a medida cautelar ou de urgência concedida pelo Poder Judiciário.",urn:lex:br:federal:lei:1996-09-23;9307!art22-2_cpt
