Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","lei_5070_19660707, Art. 1º, caput",2,3,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] Fica criado um fundo de natureza contábil, denominado ""Fundo de Fiscalização das Telecomunicações"", destinado a prover recursos para cobrir as despesas feitas pelo Govêrno Federal na execução da fiscalização dos serviços de telecomunicações, desenvolver os meios e aperfeiçoar a técnica necessária a essa execução.",urn:lex:br:federal:lei:1966-07-07;5070!art1_cpt
"CPT","lei_5070_19660707, Art. 2º, caput",6,27,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] O Fundo de Fiscalização das Telecomunicações - FISTEL é constituído das seguintes fontes: dotações consignadas no Orçamento Geral da União, créditos especiais, transferências e repasses que lhe forem conferidos; b) o produto das operações de crédito que contratar, no País e no exterior, e rendimentos de operações financeiras que realizar; relativas ao exercício do poder concedente dos serviços de telecomunicações, no regime público, inclusive pagamentos pela outorga, multas e indenizações; relativas ao exercício da atividade ordenadora da exploração de serviços de telecomunicações, no regime privado, inclusive pagamentos pela expedição de autorização de serviço, multas e indenizações; relativas ao exercício do poder de outorga do direito de uso de radiofrequência para qualquer fim, inclusive multas e indenizações; taxas de fiscalização; recursos provenientes de convênios, acordos e contratos celebrados com entidades, organismos e empresas, públicas ou privadas, nacionais ou estrangeiras; doações, legados, subvenções e outros recursos que lhe forem destinados; o produto dos emolumentos, preços ou multas, os valores apurados na venda ou locação de bens, bem assim os decorrentes de publicações, dados e informações técnicas, inclusive para fins de licitação; decorrentes de quantias recebidas pela aprovação de laudos de ensaio de produtos e pela prestação de serviços técnicos por órgãos da Agência Nacional de Telecomunicações; rendas eventuais. (Artigo com redação dada pela Lei nº 9.472, de 16.7.1997)",urn:lex:br:federal:lei:1966-07-07;5070!art2_cpt
"CPT","lei_5070_19660707, Art. 3º, caput",30,39,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] Além das transferências para o Tesouro Nacional e para o fundo de universalização das telecomunicações, os recursos do Fundo de Fiscalização das Telecomunicações - FISTEL serão aplicados pela Agência Nacional de Telecomunicações exclusivamente: (“Caput” do artigo com redação dada pela Lei nº 9.472, de 16.7.1997) na instalação, custeio, manutenção e aperfeiçoamento da fiscalização dos serviços de telecomunicações existentes no País; na aquisição de material especializado necessário aos serviços de fiscalização; na fiscalização da elaboração e execução de planos e projetos referentes às telecomunicações. no atendimento de outras despesas correntes e de capital por ela realizadas no exercício de sua competência. (Alínea acrescida pela Lei nº 9.472, de 16.7.1997)",urn:lex:br:federal:lei:1966-07-07;5070!art3_cpt
"CPT","lei_5070_19660707, Art. 4º, caput",42,43,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] Até o dia 31 de outubro de cada ano, o Departamento Nacional de Telecomunicações elaborará o programa de aplicação dos recursos do Fundo de Fiscalização das Telecomunicações, para o exercício seguinte e o submeterá à aprovação do Plenário do Conselho Nacional de Telecomunicações.",urn:lex:br:federal:lei:1966-07-07;5070!art4_cpt
"CPT","lei_5070_19660707, Art. 5º, caput",46,47,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] Até o dia 31 de março de cada ano, o Conselho Nacional de Telecomunicações prestará contas ao Tribunal de Contas da União da aplicação dos recursos do Fundo de Fiscalização das Telecomunicações no exercício anterior.",urn:lex:br:federal:lei:1966-07-07;5070!art5_cpt
"CPT","lei_5070_19660707, Art. 6º, caput",50,51,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] As taxas de fiscalização a que se refere a alínea f do art. 2° são a de instalação e a de funcionamento. (Vide Lei nº 12.715, de 17.9.2012)",urn:lex:br:federal:lei:1966-07-07;5070!art6_cpt
"PAR","lei_5070_19660707, Art. 6º, § 1º",52,53,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] Taxa de Fiscalização de Instalação é a devida pelas concessionárias, permissionárias e autorizadas de serviços de telecomunicações e de uso de radiofrequência, no momento da emissão do certificado de licença para o funcionamento das estações.",urn:lex:br:federal:lei:1966-07-07;5070!art6_par1
"PAR","lei_5070_19660707, Art. 6º, § 2º",54,55,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] Taxa de Fiscalização de Funcionamento é a devida pelas concessionárias, permissionárias e autorizadas de serviços de telecomunicações e de uso de radiofrequência, anualmente, pela fiscalização do funcionamento das estações. (Artigo com redação dada pela Lei nº 9.472, de 16.7.1997)",urn:lex:br:federal:lei:1966-07-07;5070!art6_par2
"PAR","lei_5070_19660707, Art. 6º, § 3º",56,57,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] (VETADO)",urn:lex:br:federal:lei:1966-07-07;5070!art6_par3
"PAR","lei_5070_19660707, Art. 6º, § 4º",58,59,"[ Cria o Fundo de Fiscalização das Telecomunicações e dá outras providências. | ] As taxas de que trata este artigo não incidem sobre as estações rádio base, e repetidoras, de baixa potência dos serviços de telecomunicações de interesse coletivo cuja potência de pico máxima, medida na saída do transmissor, não seja superior a 5 W (cinco watts). (Parágrafo acrescido pela Lei nº 13.097, de 19.1.2015)",urn:lex:br:federal:lei:1966-07-07;5070!art6_par4
