Tipo,Rotulo,Num_Inicio,Num_Final,Texto,urn
"CPT","res_anatel_777_2025, Art. 1º, caput",2,3,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] Aprovar o Regulamento Geral dos Serviços de Telecomunicações - RGST, na forma do Anexo a esta Resolução.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art1_cpt
"CPT","res_anatel_777_2025, Art. 2º, caput",6,91,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] Revogar, na data da entrada em vigor desta Resolução: a Resolução nº 36, de 21 de julho de 1998, publicada no Diário Oficial da União em 22 de julho de 1998; a Resolução nº 73, de 25 de novembro de 1998, publicada no Diário Oficial da União em 27 de novembro de 1998; a Resolução nº 166, de 28 de setembro de 1999, publicada no Diário Oficial da União em 29 de setembro de 1999; a Resolução nº 234, de 6 de setembro de 2000, publicada no Diário Oficial da União em 8 de setembro de 2000; a Resolução nº 271, de 6 de agosto de 2001, publicada no Diário Oficial da União em 9 de agosto de 2001; a Resolução nº 321, de 27 de setembro de 2002, publicada no Diário Oficial da União em 1º de outubro de 2002; a Resolução nº 343, de 17 de julho de 2003, publicada no Diário Oficial da União em 21 de julho de 2003; a Resolução nº 404, de 5 de maio de 2005, publicada no Diário Oficial da União em 16 de maio de 2005; a Resolução nº 406, de 5 de maio de 2005, publicada no Diário Oficial da União em 16 de maio de 2005; a Resolução nº 426, de 9 de dezembro de 2005, publicada no Diário Oficial da União em 12 de dezembro de 2005; a Resolução nº 449, de 17 de novembro de 2006, publicada no Diário Oficial da União em 1 de dezembro de 2006; a Resolução nº 466, de 16 de maio de 2007, publicada no Diário Oficial da União em 21 de maio de 2007; a Resolução nº 477, de 7 de agosto de 2007, publicada no Diário Oficial da União em 13 de agosto de 2007; a Resolução nº 478, de 7 de agosto de 2007, publicada no Diário Oficial da União em 13 de agosto de 2007; a Resolução nº 488, de 3 de dezembro de 2007, publicada no Diário Oficial da União em 5 de dezembro de 2007; a Resolução nº 491, de 12 de fevereiro de 2008, publicada no Diário Oficial da União em 14 de fevereiro de 2008; a Resolução nº 528, de 17 de abril de 2009, publicada no Diário Oficial da União em 22 de abril de 2009; a Resolução nº 541, de 29 de junho de 2010, publicada no Diário Oficial da União em 6 de julho de 2010; a Resolução nº 550, de 22 de novembro de 2010, publicada no Diário Oficial da União em 24 de novembro de 2010; a Resolução nº 578, de 30 de novembro de 2011, publicada no Diário Oficial da União em 6 de dezembro de 2011; a Resolução nº 581, de 26 de março de 2012, publicada no Diário Oficial da União em 28 de março de 2012; a Resolução nº 604, de 27 de novembro de 2012, publicada no Diário Oficial da União em 29 de novembro de 2012; a Resolução nº 614, de 28 de maio de 2013, publicada no Diário Oficial da União em 31 de maio de 2013; a Resolução nº 615, de 7 de junho de 2013, publicada no Diário Oficial da União em 11 de junho de 2013; a Resolução nº 617, de 19 de junho de 2013, publicada no Diário Oficial da União em 21 de junho de 2013; a Resolução nº 647, de 9 de fevereiro de 2015, publicada no Diário Oficial da União em 11 de fevereiro de 2015; a Resolução nº 651, de 13 de abril de 2015, publicada no Diário Oficial da União em 14 de abril de 2015; a Resolução nº 663, de 21 de março de 2016, publicada no Diário Oficial da União em 22 de março de 2016; a Resolução nº 668, de 27 de junho de 2016, publicada no Diário Oficial da União em 30 de junho de 2016; a Resolução nº 692, de 12 de abril de 2018, publicada no Diário Oficial da União em 16 de abril de 2018; o art. 8º da Resolução nº 693, de 17 de julho de 2018, publicada no Diário Oficial da União em 18 de julho de 2018; o art. 5º da Resolução nº 717, de 23 de dezembro de 2019, publicada no Diário Oficial da União em 26 de dezembro de 2019; os arts. 12, 13, 14, 18, 19, 20, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38 e 39 da Resolução nº 719, de 10 de fevereiro de 2020, publicada no Diário Oficial da União em 12 de fevereiro de 2020; os arts. 2º a 21 da Resolução nº 720, de 10 de fevereiro de 2020, publicada no Diário Oficial da União em 12 de fevereiro de 2020; a Resolução nº 735, de 3 de novembro de 2020, publicada no Diário Oficial da União em 5 de novembro de 2020; a Resolução nº 738, de 21 de dezembro de 2020, publicada no Diário Oficial da União em 24 de dezembro de 2020; a Resolução nº 743, de 1º de março de 2021, publicada no Diário Oficial da União em 2 de março de 2021; os arts. 2º, 3º, 4º e 5º da Resolução nº 748, de 22 de outubro de 2021, publicada no Diário Oficial da União em 25 de outubro de 2021; a Resolução nº 750, de 15 de março de 2022, publicada no Diário Oficial da União em 18 de março de 2022; os arts. 6º, 7º, 8º, 9º, 11, 12 e 13 da Resolução nº 752, de 22 de junho de 2022, publicada no Diário Oficial da União em 24 de junho de 2022; os arts. 2º a 38 da Resolução nº 765, de 6 novembro de 2023, publicada no Diário Oficial da União em 10 de novembro de 2023; e, o art. 4º da Resolução nº 769, de 30 de setembro de 2024, publicada no Diário Oficia da União de 2 de outubro de 2024, que revoga e altera Resoluções expedidas pela Agência.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art2_cpt
"CPT","res_anatel_777_2025, Art. 3º, caput",94,105,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] Ficam substituídas, na data de entrada em vigor desta Resolução: a Resolução nº 24, de 22 de setembro de 1966, do Conselho Nacional de Telecomunicações - CONTEL, publicada no Diário Oficial da União em 18 de outubro de 1966, que aprova a Norma Técnica NTC nº 22, referente ao Serviço Especial para fins científicos e experimentais; a Instrução nº 8, de 13 de dezembro de 1984, do Departamento Nacional de Telecomunicações - Dentel, publicada no Diário Oficial da União em 17 de dezembro de 1984, que estabelece condições e procedimentos para obtenção de certificados de radiotelefonista com habilitação para operar estação de serviço móvel marítimo e móvel aeronáutico; a Instrução nº 3, de 13 de março de 1985, do Departamento Nacional de Telecomunicações - Dentel, publicada no Diário Oficial da União em 2 de maio de 1985, que estabelece procedimentos relativos à outorga de autorização para executar os serviços de telecomunicações que menciona e providências correlatas; a Instrução Interna nº 4, de 27 de abril de 1987, do Departamento Nacional de Telecomunicações - Dentel, que estabelece critérios para expedição de Certificado de Operador de Radiotelefonia para estrangeiros admitidos no País com visto permanente; e, a Portaria nº 1.536, de 4 de novembro de 1996, do Ministério das Comunicações, publicada no Diário Oficial da União em 5 de novembro de 1996, que aprova a Norma nº 23/1996 - Critérios para a elaboração e aplicação de plano de serviço na prestação do Serviço Móvel Celular, na forma do Anexo a esta Portaria.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art3_cpt
"CPT","res_anatel_777_2025, Art. 4º, caput",108,109,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] Fica substituída, em 24 (vinte e quatro) meses após a data de entrada em vigor desta Resolução, a Portaria nº 560, de 3 de novembro de 1997, do Ministério das Comunicações, publicada no Diário Oficial da União em 4 de novembro de 1997, que aprova a Norma nº 16/97 - Serviço Móvel Global por Satélite Não-Geoestacionário.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art4_cpt
"CPT","res_anatel_777_2025, Art. 5º, caput",112,113,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] Fica substituída, em 1º de janeiro de 2027, a Portaria nº 148, de 31 de maio de 1995, do Ministério das Comunicações, publicada no Diário Oficial da União em 1 de junho de 1995, que aprova a Norma nº 004/95 - Uso de Meios da Rede Pública de Telecomunicações para acesso à Internet.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art5_cpt
"CPT","res_anatel_777_2025, Art. 6º, caput",116,117,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] O art. 15 do Regulamento de Remuneração pelo Uso de Redes de Prestadoras do Serviço Telefônico Fixo Comutado, aprovado pela Resolução nº 588, de 7 de maio de 2012, publicada no Diário Oficial da União em 9 de maio de 2012, passa a vigorar acrescido do seguinte inciso VIII: Não é devida remuneração pelo uso de redes no relacionamento entre Prestadoras de STFC na modalidade Local e de SCM quando da Interconexão para Troca de Tráfego Telefônico.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art6_cpt
"CPT","res_anatel_777_2025, Art. 7º, caput",120,121,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] O inciso I do art. 72 do Regulamento Geral de Direitos do Consumidor de Serviços de Telecomunicações - RGC, aprovado pela Resolução nº 765, de 6 de novembro de 2023, publicada no Diário Oficial da União em 10 de novembro de 2023, passa a vigorar com a seguinte redação: Durante o período de suspensão do serviço será observado o seguinte: As Prestadoras do Serviço Móvel Pessoal - SMP e do Serviço Telefônico Fixo Comutado - STFC, bem como as do Serviço de Comunicação Multimídia - SCM que fizerem uso de recursos de numeração, deverão garantir ao Consumidor:",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art7_cpt
"CPT","res_anatel_777_2025, Art. 8º, caput",124,125,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] O inciso II do art. 72 do Regulamento Geral de Direitos do Consumidor de Serviços de Telecomunicações - RGC, aprovado pela Resolução nº 765, 6 de novembro de 2023, passa a vigorar com a seguinte redação: As Prestadoras dos Serviços de TV por Assinatura, bem como as do Serviço de Comunicação Multimídia - SCM que não fizerem uso de recursos de numeração, poderão suspender integralmente os serviços após o transcurso do prazo da notificação de que trata o art. 70.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art8_cpt
"CPT","res_anatel_777_2025, Art. 9º, caput",128,129,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] O inciso II do § 6º do art. 41 do Regulamento de Uso do Espectro de Radiofrequências, aprovado pela Resolução nº 671, de 3 de novembro de 2016, passa a vigorar com a seguinte redação: nos casos de exploração de serviço por meio de rede virtual e em que o contrato de exploração industrial for condição para a obtenção de Autorização do SMP por grupo econômico ainda não autorizado a prestar este serviço;",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art9_cpt
"CPT","res_anatel_777_2025, Art. 10., caput",132,133,"[ Revoga e altera Resoluções expedidas pela Anatel e aprova o Regulamento Geral dos Serviços de Telecomunicações - RGST. | ] O art. 10 do Regulamento Geral de Interconexão - RGI, aprovado pela Resolução nº 693, de 17 de julho de 2018, publicada no Diário Oficial da União em 18 de julho de 2018, passa a vigorar acrescido dos seguintes §§ 6º e 7º: Para fins de Interconexão para Troca de Tráfego Telefônico fazendo uso de numeração pública da Recomendação UIT E.164 ou a que venha a substituí-la, considera-se a área local do Serviço de Comunicação Multimídia a área geográfica de mesmo Código Nacional - CN. As prestadoras do Serviço de Comunicação Multimídia que façam uso de numeração pública da Recomendação UIT E.164 ou a que venha a substituí-la, devem tornar disponível pelo menos um POI ou PPI para tráfego telefônico em cada área geográfica de mesmo Código Nacional - CN de sua área de prestação em que faça uso desses recursos.",urn:lex:br:agencia.nacional.telecomunicacoes:resolucao:2025-04-28;777!art10_cpt
